"category","taxon","island","sample_code","water_depth._m","dist_coast_km","long","lat","substrate_type","sequencin_run","ESVs","Kindgom","Phylum","Class","Order","Family","Genus","Species","X.Identity.percentage","reads","pa","N","site_code"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,1895,1,12.4400545819244,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_20","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",96578,249,1,1.63460347804706,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,258,1,1.69368553147044,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,708,1,4.64778820263983,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_1","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema_frauenfeldii",99620,9160,1,60.1324010398034,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_17","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",94697,506229,1,3323.2276469409,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,19684,1,129.219015509551,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_20","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",96578,697,1,4.57557680401124,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,2225,1,14.6063965407819,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,766,1,5.02853921359054,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11172","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,861,1,5.65218311083741,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,470310,1,2151.11055635083,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,573,1,2.62079553653765,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_1","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema_frauenfeldii",99620,3498,1,15.9992020712194,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,810227,1,3705.82775773524,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,7701,1,35.2229431533621,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_4","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,789,1,3.60873940371415,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_5","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,651,1,2.97755304412917,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,976,1,4.4640426590938,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11173","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,1130,1,5.16841004587705,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,458784,1,2367.93030696216,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_433","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Paraliales","Paraliaceae","Paralia","Paralia_longispina",96958,1534,1,7.91746244611834,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,417,1,2.15226977837767,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_1","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema_frauenfeldii",99620,5632,1,29.068545304132,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,674054,1,3479.00732180955,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_20","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",96578,537,1,2.77162798798276,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,4069,1,21.0014046240258,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_4","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,1815,1,9.36779292027692,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_5","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,572,1,2.95227413245091,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11174","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,936,1,4.83099403491967,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,562988,1,2871.14211028088,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",1,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,2092,1,10.6688407118937,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_1","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema_frauenfeldii",99620,2012,1,10.2608544514006,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_12","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_sp.",93870,580,1,2.95790038857473,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,585344,1,2985.15387077567,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_20","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",96578,699,1,3.56477995105817,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,4787,1,24.4128778622539,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_4","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,1722,1,8.78190425711326,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,966,1,4.92643409545378,"Pajenekang_10"
"foram","Amphistegina lessonii","Pajenekang","NBC.LAB.11175","10",19,"119.32219","-4.97136","rubble + algae",2,"ESV_8","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._microcephala",96970,1006,1,5.13042722570031,"Pajenekang_10"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15268","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,1277776,1,5904.34883267663,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15268","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_5","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,2067,1,9.55119601334084,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15268","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_6","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_inconspicua",98479,2835,1,13.0999713100248,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_138","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",97719,2591,1,14.7974540471997,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_16","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",98099,50904,1,290.717715483849,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_175","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96578,1910,1,10.9081965380746,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_179","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,1597,1,9.12062296926973,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,1734,1,9.90304334922586,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_252","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96578,1049,1,5.99094144944517,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,4136,1,23.6210999379459,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_326","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,8522,1,48.6699742918701,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_389","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_germainii",95057,3649,1,20.8397953756201,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_5","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,957089,1,5466.02875205723,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_822","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_fusca",94656,2484,1,14.1863665971609,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15269","1",7,"119.339378","-5.126203","rubble + algae",2,"ESV_9","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",100000,2139,1,12.2160379031108,"Samalona_1"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15317","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,5273,1,31.4637206094805,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15317","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,7115,1,42.4548401548366,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15317","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_4","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,905,1,5.40008859313101,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15317","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,980012,1,5847.68135064255,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_10","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",95817,828661,1,5534.37295776997,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_101","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97338,3611,1,24.1167627660857,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_1741","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,605,1,4.04060965756905,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,39487,1,263.721576113106,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,5658,1,37.7880486653318,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_4","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,2587,1,17.2777804696383,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_480","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96578,4914,1,32.8191005905691,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15318","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,1926,1,12.8631639677322,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_1","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema_frauenfeldii",99620,761,1,94.6916423487918,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_10","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",95817,759,1,94.4427812650893,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_11","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97338,226,1,28.1213024583797,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_13","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",99620,176,1,21.8997753658178,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_14","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_inconspicua",97719,372,1,46.2881615686604,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_16","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",98099,529,1,65.8237566393047,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_19","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",98099,115,1,14.3095123128923,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,37893,1,4715.04652236895,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_21","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97328,197,1,24.5128167446938,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_27","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,651,1,81.0042827451557,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,2877,1,357.986668906011,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_31","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",96958,208,1,25.8815527050574,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_4","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,449,1,55.8693132912057,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_5","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,660,1,82.1241576218168,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_6","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_inconspicua",98479,800,1,99.5444334809901,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15320","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,960,1,119.453320177188,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15321","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,1321848,1,5910.6610899116,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15321","9.8",7,"119.339378","-5.126203","rubble + algae",2,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,3654,1,16.3389100884042,"Samalona_9.8"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_1","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema_frauenfeldii",99620,11840,1,1028.44112259105,"Samalona_22.2"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_11","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97338,543,1,47.1658386458562,"Samalona_22.2"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_13","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",99620,325,1,28.2300139224738,"Samalona_22.2"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_16","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",98099,75,1,6.51461859749396,"Samalona_22.2"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_2","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",96958,47741,1,4146.85875283945,"Samalona_22.2"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_21","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97328,392,1,34.0497398695684,"Samalona_22.2"
"foram","Amphistegina lessonii","Samalona","NBC.LAB.15377","22.2",7,"119.339378","-5.126203","rubble + sand",2,"ESV_27","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93536,223,1,19.370132629882,"Samalona_22.2"
